TGRAC FID,TGRAC Name,TGRAC District,Current LGD Code,Current LGD Name,Census 2011,Temporal Classification,Historical Identity,Match Method,Evidence,Status
100,Doulthabad,Vikarabad,4552,Doulathabad,04552,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Doulathabad (LGD 4552),RESOLVED_DETERMINISTIC
101,Dubbak,Siddipet,4458,Dubbak,04458,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Siddipet (LGD subdist_code 4458),RESOLVED_DIRECT
102,Duggondi,Warangal_Rural,4693,Duggondi,04693,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Warangal (LGD subdist_code 4693),RESOLVED_DIRECT
103,Thangallapalli,Rajanna Sircilla,6217,Thangallapalli,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Rajanna Sircilla (LGD subdist_code 6217),RESOLVED_DIRECT
104,Dundigal Gandimaisamma,Medchal_Malkajgiri,6316,Gandimaisamma Dundigal,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Gandimaisamma Dundigal (LGD 6316),RESOLVED_DETERMINISTIC
105,Eligaid,Peddapalli,4410,Eligaid,04410,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Peddapalli (LGD subdist_code 4410),RESOLVED_DIRECT
106,Elkathurthi,Warangal_Urban,4449,Elkathurthy,04449,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Elkathurthy (LGD 4449) in Hanumakonda,RESOLVED_DETERMINISTIC
107,Ellandakunta,Karimnagar,6234,Ellandakunta,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Karimnagar (LGD subdist_code 6234),RESOLVED_DIRECT
108,Gandeed,Mahabubnagar,4538,Gandeed,04538,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubnagar (LGD subdist_code 4538),RESOLVED_DIRECT
109,Gandhari,Kamareddy,4382,Gandhari,04382,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Kamareddy (LGD subdist_code 4382),RESOLVED_DIRECT
110,Gandipet,Rangareddy,6320,Gandipet,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Ranga Reddy (LGD subdist_code 6320),RESOLVED_DIRECT
111,Gangadhara,Karimnagar,4422,Gangadhara,04422,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Karimnagar (LGD subdist_code 4422),RESOLVED_DIRECT
112,Golkonda,Hyderabad,4507,Golconda,04507,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Golconda (LGD 4507),RESOLVED_DETERMINISTIC
113,Mosra,Nizamabad,6668,Mosara,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Mosara (LGD 6668),RESOLVED_DETERMINISTIC
114,Farooqnagar,Rangareddy,4559,Farooqnagar,04559,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Ranga Reddy (LGD subdist_code 4559),RESOLVED_DIRECT
115,Tharigoppula,Jangoan,6257,Tharigoppula,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jangoan (LGD subdist_code 6257),RESOLVED_DIRECT
116,Thimmapur,Karimnagar,4438,Thimmapur LMD,04438,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Thimmapur LMD (LGD 4438),RESOLVED_DETERMINISTIC
117,Gadwal,Jogulamba Gadwal,4603,Gadwal,04603,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jogulamba Gadwal (LGD subdist_code 4603),RESOLVED_DIRECT
118,Gajwel,Siddipet,4483,Gajwel,04483,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Siddipet (LGD subdist_code 4483),RESOLVED_DIRECT
119,Himayatnagar,Hyderabad,4503,Himayatnagar,04503,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Hyderabad (LGD subdist_code 4503),RESOLVED_DIRECT
120,Yellareddypet,Rajanna Sircilla,4432,Yellareddipet,04432,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Yellareddipet (LGD 4432),RESOLVED_DETERMINISTIC
121,Chilpur,Jangoan,6259,Chilpur,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jangoan (LGD subdist_code 6259),RESOLVED_DIRECT
122,Chinnagudur,Mahabubabad,6254,Chinnagudur,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubabad (LGD subdist_code 6254),RESOLVED_DIRECT
123,Ganneruvaram,Karimnagar,6232,Ganneruvaram,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Karimnagar (LGD subdist_code 6232),RESOLVED_DIRECT
124,Garidepalli,Suryapet,4666,Garidepally,04666,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Garidepalli -> Garidepally in Suryapet,RESOLVED_DETERMINISTIC
125,Garla,Mahabubabad,4743,Garla,04743,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubabad (LGD subdist_code 4743),RESOLVED_DIRECT
126,Geesugonda,Warangal_Rural,4707,Geesugonda,04707,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Warangal (LGD subdist_code 4707),RESOLVED_DIRECT
127,Chinnambavi,Wanaparthy,6287,Chinnambavi,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Wanaparthy (LGD subdist_code 6287),RESOLVED_DIRECT
128,Ghanpur,Wanaparthy,4585,Ghanpur,04585,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Wanaparthy (LGD subdist_code 4585),RESOLVED_DIRECT
129,Chintakani,Khammam,4760,Chinthakani,04760,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Chintakani -> Chinthakani in Khammam,RESOLVED_DETERMINISTIC
130,Chintalamanepally,Kumurambheem Asifabad,6314,Chintalamanepally,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Kumuram Bheem Asifabad (LGD subdist_code 6314),RESOLVED_DIRECT
131,Ghattu,Jogulamba Gadwal,4605,Ghattu,04605,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jogulamba Gadwal (LGD subdist_code 4605),RESOLVED_DIRECT
132,Chinthala palem,Suryapet,6303,Chinthalapalem,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Suryapet (LGD subdist_code 6303),RESOLVED_DIRECT
133,Chinthapally,Nalgonda,4650,Chinthapally,04650,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nalgonda (LGD subdist_code 4650),RESOLVED_DIRECT
134,Chowdergudem,Rangareddy,6322,Jilled Chowdergudem,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_ALIAS_LINEAGE,Jilled Chowdergudem (LGD 6322),RESOLVED_LEGAL_LINEAGE
135,Chunchupally,Bhadradri Kothagudem,6376,Chunchupalli,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Chunchupally -> Chunchupalli in Bhadradri Kothagudem,RESOLVED_DETERMINISTIC
136,Damaracherla,Nalgonda,4663,Dameracherla,04663,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Dameracherla (LGD 4663),RESOLVED_DETERMINISTIC
137,Damargidda,Narayanpet,4553,Damargidda,04553,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Narayanpet (LGD subdist_code 4553),RESOLVED_DIRECT
138,Gummadidala,Sangareddy,6277,Gummadidala,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Sangareddy (LGD subdist_code 6277),RESOLVED_DIRECT
139,Damera,Warangal_Rural,6375,Damera,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_ALIAS_LINEAGE,Damera (LGD 6375) in Hanumakonda post-2021 reorganization,RESOLVED_LEGAL_LINEAGE
140,Kalwakurthy,Nagarkurnool,4576,Kalwakurthy,04576,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nagarkurnool (LGD subdist_code 4576),RESOLVED_DIRECT
141,Kamalapur,Warangal_Urban,4447,Kamalapur,04447,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Hanumakonda (LGD subdist_code 4447),RESOLVED_DIRECT
142,Yergatla,Nizamabad,6239,Yergatla,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nizamabad (LGD subdist_code 6239),RESOLVED_DIRECT
143,Chandur,Nizamabad,6669,Chandur,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nizamabad (LGD subdist_code 6669),RESOLVED_DIRECT
144,Hanwada,Mahabubnagar,4555,Hanwada,04555,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubnagar (LGD subdist_code 4555),RESOLVED_DIRECT
145,Hasanparthy,Warangal_Urban,4678,Hasanparthy,04678,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Hanumakonda (LGD subdist_code 4678),RESOLVED_DIRECT
146,Hathnoora,Sangareddy,4489,Hathnoora,04489,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Sangareddy (LGD subdist_code 4489),RESOLVED_DIRECT
147,Lingal,Nagarkurnool,4598,Lingal,04598,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nagarkurnool (LGD subdist_code 4598),RESOLVED_DIRECT
148,Dammapeta,Bhadradri Kothagudem,4750,Dammapeta,04750,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Bhadradri Kothagudem (LGD subdist_code 4750),RESOLVED_DIRECT
149,Dandepalle,Mancherial,4348,Dandepally,04348,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Dandepalle -> Dandepally in Mancherial,RESOLVED_DETERMINISTIC
150,Danthalapalle,Mahabubabad,6255,Danthalapalle,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubabad (LGD subdist_code 6255),RESOLVED_DIRECT
151,Ibrahimpatnam,Rangareddy,4546,Ibrahimpatnam,04546,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Ranga Reddy (LGD subdist_code 4546),RESOLVED_DIRECT
152,Dhanwada,Narayanpet,4572,Dhanwada,04572,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Narayanpet (LGD subdist_code 4572),RESOLVED_DIRECT
153,Illanthakunta,Rajanna Sircilla,4436,Illanthakunta,04436,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Rajanna Sircilla (LGD subdist_code 4436),RESOLVED_DIRECT
154,Inavolu,Warangal_Urban,6249,Inavole,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Inavole (LGD 6249) in Hanumakonda,RESOLVED_DETERMINISTIC
155,Indalwai,Nizamabad,6236,Indalwai,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nizamabad (LGD subdist_code 6236),RESOLVED_DIRECT
156,Dharmapuri,Jagtial,4397,Dharmapuri,04397,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jagitial (LGD subdist_code 4397),RESOLVED_DIRECT
157,Itikyal,Jogulamba Gadwal,4607,Itikyala,04607,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Itikyala (LGD 4607),RESOLVED_DETERMINISTIC
158,Dharoor,Jogulamba Gadwal,4591,Dharoor,04591,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jogulamba Gadwal (LGD subdist_code 4591),RESOLVED_DIRECT
159,Dilawarpur,Nirmal,4343,Dilawarpur,04343,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nirmal (LGD subdist_code 4343),RESOLVED_DIRECT
160,Dornakal,Mahabubabad,4722,Dornakal,04722,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubabad (LGD subdist_code 4722),RESOLVED_DIRECT
161,Jakranpally,Nizamabad,4366,Jakranpally,04366,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nizamabad (LGD subdist_code 4366),RESOLVED_DIRECT
162,Jammikunta,Karimnagar,4440,Jammikunta,04440,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Karimnagar (LGD subdist_code 4440),RESOLVED_DIRECT
163,Dummugudem,Bhadradri Kothagudem,4729,Dummugudem,04729,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Bhadradri Kothagudem (LGD subdist_code 4729),RESOLVED_DIRECT
164,Enkoor,Khammam,4753,Enkoor,04753,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Khammam (LGD subdist_code 4753),RESOLVED_DIRECT
165,Jharasangam,Sangareddy,4476,Jharasangam,04476,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Sangareddy (LGD subdist_code 4476),RESOLVED_DIRECT
166,Eturnagaram,Mulugu,4685,Eturunagaram,04685,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Eturunagaram (LGD 4685),RESOLVED_DETERMINISTIC
167,Julapalli,Peddapalli,4409,Julapalli,04409,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Peddapalli (LGD subdist_code 4409),RESOLVED_DIRECT
168,Gadiguda,Adilabad,6225,Gadiguda,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Adilabad (LGD subdist_code 6225),RESOLVED_DIRECT
169,Kagaznagar,Kumurambheem Asifabad,4318,Kagaznagar,04318,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Kumuram Bheem Asifabad (LGD subdist_code 4318),RESOLVED_DIRECT
170,Venkatapur,Mulugu,4684,Venkatapur,04684,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mulugu (LGD subdist_code 4684),RESOLVED_DIRECT
171,Gambhiraopet,Rajanna Sircilla,4433,Gambhiraopet,04433,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Rajanna Sircilla (LGD subdist_code 4433),RESOLVED_DIRECT
172,Gangaram,Mahabubabad,6253,Gangaram,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubabad (LGD subdist_code 6253),RESOLVED_DIRECT
173,Kamareddy,Kamareddy,4390,Kamareddy,04390,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Kamareddy (LGD subdist_code 4390),RESOLVED_DIRECT
174,Ghanapur_Mulug,Jayashankar Bhupalpally,4683,Ghanpur (Mulug),04683,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Ghanpur (Mulug) (LGD 4683),RESOLVED_DETERMINISTIC
175,Ghanpur (Stn),Jangoan,4676,Ghanpur (Station),04676,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jangoan (LGD subdist_code 4676),RESOLVED_DIRECT
176,Ghatkesar,Medchal_Malkajgiri,4523,Ghatkesar,04523,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Medchal Malkajgiri (LGD subdist_code 4523),RESOLVED_DIRECT
177,Kannepalli,Mancherial,6229,Kannepally,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Kannepalli -> Kannepally in Mancherial,RESOLVED_DETERMINISTIC
178,Khammam_Rural,Khammam,4756,Khammam (Rural),04756,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_TRANSLITERATION_MAP,Khammam (Rural) (LGD 4756),RESOLVED_DETERMINISTIC
179,Venkatapuram,Mulugu,4724,Venkatapuram,04724,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mulugu (LGD subdist_code 4724),RESOLVED_DIRECT
180,Kollapur,Nagarkurnool,4609,Kollapur,04609,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nagarkurnool (LGD subdist_code 4609),RESOLVED_DIRECT
181,Waddepally,Jogulamba Gadwal,4610,Waddepally,04610,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jogulamba Gadwal (LGD subdist_code 4610),RESOLVED_DIRECT
182,Kondurg,Rangareddy,4558,Kondurg,04558,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Ranga Reddy (LGD subdist_code 4558),RESOLVED_DIRECT
183,Warangal,Warangal_Urban,4706,Warangal,04706,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXPLICIT_ALIAS_LINEAGE,Warangal urban core (LGD 4706),RESOLVED_LEGAL_LINEAGE
184,Kathlapur,Jagtial,4418,Kathlapur,04418,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Jagitial (LGD subdist_code 4418),RESOLVED_DIRECT
185,Kattangur,Nalgonda,4635,Kattangur,04635,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nalgonda (LGD subdist_code 4635),RESOLVED_DIRECT
186,Kosgi,Narayanpet,4551,Kosgi,04551,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Narayanpet (LGD subdist_code 4551),RESOLVED_DIRECT
187,Wargal,Siddipet,4485,Wargal,04485,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Siddipet (LGD subdist_code 4485),RESOLVED_DIRECT
188,Gopalpet,Wanaparthy,4596,Gopalpeta,04596,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Gopalpet -> Gopalpeta in Wanaparthy,RESOLVED_DETERMINISTIC
189,Govindaraopet,Mulugu,4688,Govindaraopet,04688,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mulugu (LGD subdist_code 4688),RESOLVED_DIRECT
190,Kesamudram,Mahabubabad,4717,Kesamudram,04717,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubabad (LGD subdist_code 4717),RESOLVED_DIRECT
191,Keshampeta,Rangareddy,4561,Keshampet,04561,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Keshampeta -> Keshampet in Ranga Reddy,RESOLVED_DETERMINISTIC
192,Kethepally,Nalgonda,4637,Kethepally,04637,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nalgonda (LGD subdist_code 4637),RESOLVED_DIRECT
193,Wyra,Khammam,4764,Wyra,04764,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Khammam (LGD subdist_code 4764),RESOLVED_DIRECT
194,Yacharam,Rangareddy,4548,Yacharam,04548,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Ranga Reddy (LGD subdist_code 4548),RESOLVED_DIRECT
195,Gudihathnur,Adilabad,4310,Gudihatnoor,04310,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,PHONETIC_SIMPLIFIED_DISTRICT,Phonetic transliteration match Gudihathnur -> Gudihatnoor in Adilabad,RESOLVED_DETERMINISTIC
196,Gudur,Mahabubabad,4711,Gudur,04711,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mahabubabad (LGD subdist_code 4711),RESOLVED_DIRECT
197,Gundala,Yadadri Bhuvanagiri,4618,Gundala,04618,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Yadadri Bhuvanagiri (LGD subdist_code 4618),RESOLVED_DIRECT
198,Gundlapally,Nalgonda,4651,Gundlapally,04651,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nalgonda (LGD subdist_code 4651),RESOLVED_DIRECT
199,Gurrampode,Nalgonda,4657,Gurrampode,04657,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Nalgonda (LGD subdist_code 4657),RESOLVED_DIRECT
200,Hajipur,Mancherial,6227,Hajipur,00000,HISTORICAL_2016_BASELINE,ESTABLISHED_OCT_2016_REORGANISATION,EXACT_NORMALIZED_NAME_DISTRICT,Bitwise normalized match in district Mancherial (LGD subdist_code 6227),RESOLVED_DIRECT
